event_id,event_year,event_month,event_day,account_id,sampled,event_text,type,subtype,actors,places,keywords,wos_keys,bib_keys,extracted_from,comment
556,1996,,,14,,,publication,,,,,A1996VD42800028,bult:1996,reference list,
557,2013,,,14,,,publication,,,,,000323176900026,shah:2013,reference list,
558,2008,,,14,,,publication,,,,,000261799400054,marraffini:2008,reference list,
559,2015,,,14,,,publication,,,,,000351397700003,land:2015,reference list,
560,1997,,,14,,,publication,,,,,A1997XB49100019,mojica:1997,reference list,
561,1993,,,14,,,publication,,,,,A1993LQ84300021,mojica:1993,reference list,
562,2011,,,14,,,publication,,,,,000290614100019,makarova:2011a,reference list,
563,1990,,,14,,,publication,,,,,A1990DR65400009,englert:1990,reference list,
564,2008,,,14,,,publication,,,,,000256059800037,andersson:2008,reference list,
565,2015,,,14,,,publication,,,,,000364620900009,makarova:2015,reference list,
566,2014,,,14,,,publication,,,,,000334846500009,westra:2014,reference list,
567,2007,,,14,,,publication,,,,,000245106900039,barrangou:2007,reference list,
568,1993,,,14,,,publication,,,,,A1993MM63500016,groenen:1993,reference list,
569,2008,,,14,,,publication,,,,,000258436700038,brouns:2008,reference list,
570,2010,,,14,,,publication,,,,,000283786900036,garneau:2010,reference list,
571,2002,,,14,,,publication,,,,,000174710000017,jansen:2002,reference list,
572,2016,,,14,,,publication,,,,,000371665100045,levasseur:2016,reference list,
573,2005,,,14,,,publication,,,,,000227707100005,pourcel:2005,reference list,
574,2007,,,14,,,publication,,,,,000246982900018,kunin:2007,reference list,
575,2016,,,14,,,publication,,,,,000381335400032,gao:2016b,reference list,
576,2010,,,14,,,publication,,,,,000281831400001,mojica:2010,reference list,
577,2005,,,14,,,publication,,,,,000231459000006,bolotin:2005,reference list,
578,2016,,,8,,,publication,,,,,000368339300006,lander:2016,reference list,account_publication
579,2013,,,8,,,publication,,,,,000323176900005,koonin:2013,reference list,
580,2015,,,8,,,publication,,,,,000371237600011,hickman:2015,reference list,
581,2014,,,8,,,publication,,,,,000337233800021,guilinger:2014,reference list,
582,2017,,,8,,,publication,,,,,000401231800003,gophna:2017,reference list,
583,2014,,,8,,,publication,,,,,000337233800020,tsai:2014,reference list,
584,2005,,,8,,,publication,,,,,000227070100004,mojica:2005,reference list,
585,2016,,,8,,,publication,,,,,000381560900032,abudayyeh:2016,reference list,
586,2017,,,8,,,publication,,,,,000396094200058,nayak:2017,reference list,
587,2013,,,8,,,publication,,,,,000328693300006,chen:2013a,reference list,
588,1996,,,8,,,publication,,,,,A1996VD42800028,bult:1996,reference list,
589,2016,,,8,,,publication,,,,,000381560900031,mohanraju:2016,reference list,
590,2016,,,8,,,publication,,,,,000369998300016,jiang:2016a,reference list,
591,2017,,,8,,,publication,,,,,000394281600011,shmakov:2017,reference list,
592,1997,,,8,,,publication,,,,,A1997WP40500021,kamerbeek:1997,reference list,
593,2013,,,8,,,publication,,,,,000323970700028,bikard:2013,reference list,
594,1993,,,8,,,publication,,,,,A1993MM63500016,groenen:1993,reference list,
595,2008,,,8,,,publication,,,,,000261799400054,marraffini:2008,reference list,
596,2011,,,8,,,publication,,,,,000290614100019,makarova:2011a,reference list,
597,2016,,,8,,,publication,,,,,000370971700006,krupovic:2016b,reference list,
598,2017,,,8,,,publication,,,,,000401068300005,peng:2017,reference list,
599,1987,,,8,,,publication,,,,,A1987L042600013,ishino:1987,reference list,
600,2005,,,8,,,publication,,,,,000231459000006,bolotin:2005,reference list,
601,2015,,,8,,,publication,,,,,000368286000009,shmakov:2015,reference list,
602,2015,,,8,,,publication,,,,,000364620900009,makarova:2015,reference list,
603,2005,,,8,,,publication,,,,,000227707100005,pourcel:2005,reference list,
604,2015,,,8,,,publication,,,,,000349893500012,koonin:2015,reference list,
605,2014,,,8,,,publication,,,,,000332083900012,nishimasu:2014,reference list,
606,2001,,,8,,,publication,,,,,000169744200036,she:2001,reference list,
607,2008,,,8,,,publication,,,,,000258436700038,brouns:2008,reference list,
608,2005,,,8,,,publication,,,,,000228404100024,mokrousov:2005,reference list,
609,2015,,,8,,,publication,,,,,000373038100001,rollie:2015,reference list,
610,2013,,,8,,,publication,,,,,000328282700005,makarova:2013a,reference list,
611,2011,,,8,,,publication,,,,,000291985700030,liu:2011a,reference list,
612,2014,,,8,,,publication,,,,,000341863200008,makarova:2014,reference list,
613,2013,,,8,,,publication,,,,,000326195800012,rouillon:2013,reference list,
614,2017,,,8,,,publication,,,,,000412355500005,murugan:2017,reference list,
615,1995,,,8,,,publication,,,,,A1995RN22400008,mojica:1995,reference list,
616,2012,,,8,,,publication,,,,,000305829000040,yosef:2012,reference list,
617,2002,,,8,,,publication,,,,,000175591100005,zivanovic:2002,reference list,
618,2006,,,8,,,publication,,,,,000244032500001,makarova:2006a,reference list,
619,2015,,,8,,,publication,,,,,000358396100032,nihongaki:2015a,reference list,
620,2012,,,8,,,publication,,,,,000307535600036,jinek:2012,reference list,
621,2016,,,8,,,publication,,,,,000375800300021,yamano:2016,reference list,
622,2017,,,8,,,publication,,,,,000417229200008,krupovic:2017,reference list,
623,2010,,,8,,,publication,,,,,000273394000024,horvath:2010,reference list,
624,2017,,,8,,,publication,,,,,000392352500009,tamulaitis:2017,reference list,
625,2015,,,8,,,publication,,,,,000366834600001,morange:2015b,reference list,account_publication
626,2015,,,8,,,publication,,,,,000364828900027,zetsche:2015a,reference list,
627,2016,,,8,,,publication,,,,,000393979400032,beguin:2016,reference list,
628,2002,,,8,,,publication,,,,,000174710000017,jansen:2002,reference list,
629,2013,,,8,,,publication,,,,,000315710300022,qi:2013,reference list,
630,2015,,,8,,,publication,,,,,000351842000026,jiang:2015a,reference list,
631,2017,,,8,,,publication,,,,,000393737500042,burstein:2017,reference list,
632,2017,,,8,,,publication,,,,,000406925300016,barrangou:2017,reference list,
633,2016,,,8,,,publication,,,,,000378454200006,krupovic:2016a,reference list,
634,2017,,,8,,,publication,,,,,000435716800001,han:2017a,reference list,account_publication
635,2008,,,8,,,publication,,,,,000264065800054,cui:2008,reference list,
636,1993,,,8,,,publication,,,,,A1993LQ84300021,mojica:1993,reference list,
